FLTID,DEPSTN,ARRSTN,typical_hour,n_flights
TU 0440 ,MIR,NCE,11,1
TU 0440 ,MIR,TUN,13,1
TU 9092 ,DJE,TUN,23,1
TU 9093 ,MIR,DJE,12,1
TU 9093 ,NBE,MIR,19,1
TU 9093 ,TUN,MIR,4,1
TU 9094 ,DJE,NBE,3,1
TU 9094 ,MIR,TUN,19,1
TU 9095 ,AAL,DJE,17,1
TU 9095 ,DJE,MIR,20,1
TU 0485 ,DJE,TUN,21,1
TU 9089 ,TUN,LYS,21,1
TU 9089 ,TUN,MIR,23,1
TU 9090 ,TUN,DJE,12,1
TU 9091 ,DJE,MIR,18,1
TU 9091 ,DJE,TUN,21,1
TU 9091 ,MIR,DJE,23,1
TU 9092 ,DJE,MIR,4,1
TU 0432 ,DJE,TUN,16,1
TU 0432 ,TUN,CDG,17,1
TU 9115 ,TOE,TUN,18,1
TU 9115 ,TUN,DJE,4,1
TU 9117 ,DJE,TUN,14,1
TU 9120 ,TUN,TOE,2,1
TU 9122 ,NBE,MIR,13,1
TU 9123 ,DJE,MIR,19,1
TU 9112 ,MIR,TUN,17,1
TU 9113 ,DJE,TUN,12,1
TU 9113 ,MIR,DJE,3,1
TU 9113 ,TUN,CAI,20,1
TU 9114 ,CAI,TUN,3,1
TU 9114 ,DJE,TUN,20,1
TU 9114 ,MIR,TUN,7,1
TU 0400 ,OUA,TUN,20,1
TU 9100 ,TUN,DJE,13,1
TU 9100 ,TUN,MIR,22,1
TU 9101 ,DJE,TUN,22,1
TU 9101 ,TUN,DJE,21,1
TU 9108 ,TUN,DJE,22,1
TU 9111 ,MIR,TOE,13,1
TU 9111 ,TUN,MIR,12,1
TU 9111 ,TUN,NBE,5,1
TU 0462 ,MRS,LYS,9,1
TU 0462 ,NCE,LYS,9,1
TU 0463 ,LYS,MUC,16,1
TU 9097 ,NBE,TUN,17,1
TU 9098 ,MIR,DJE,20,1
TU 9099 ,MIR,DJE,12,1
TU 9099 ,MIR,TUN,6,1
TU 9099 ,TUN,MIR,10,1
TU 9157 ,TUN,DJE,12,1
TU 9163 ,DJE,TUN,18,1
TU 9163 ,TUN,MIR,5,1
TU 9164 ,DJE,SFA,12,1
TU 9165 ,DJE,MIR,4,1
TU 9166 ,DJE,TUN,16,1
TU 9166 ,TUN,DJE,20,1
TU 9170 ,MIR,TUN,10,1
TU 9147 ,MIR,TUN,14,1
TU 9147 ,TUN,DJE,14,1
TU 9148 ,MIR,TUN,10,1
TU 9150 ,MIR,DJE,18,1
TU 9150 ,TUN,SFA,16,1
TU 9151 ,PRG,TUN,17,1
TU 9152 ,TUN,PRG,22,1
TU 9155 ,TUN,DJE,11,1
TU 9144 ,MIR,DJE,4,1
TU 9144 ,MIR,TOE,17,1
TU 9144 ,NBE,TUN,14,1
TU 9144 ,TUN,NBE,5,1
TU 9145 ,DJE,MIR,22,1
TU 9145 ,NBE,TUN,13,1
TU 9147 ,DJE,SFA,15,1
TU 9147 ,MIR,DJE,19,1
TU 9123 ,DJE,TUN,9,1
TU 9128 ,TUN,DJE,4,1
TU 9130 ,MIR,TUN,10,1
TU 9133 ,NBE,MIR,21,1
TU 9133 ,TUN,MIR,14,1
TU 9142 ,TUN,GAE,5,1
TU 9144 ,DJE,TOE,14,1
TU 9144 ,GAF,TUN,16,1
TU 0399 ,OUA,TUN,3,1
TU 9178 ,TUN,DJE,19,1
TU 9179 ,DJE,TUN,13,1
TU 9185 ,MIR,DJE,12,1
TU 9185 ,MIR,TUN,20,1
TU 9185 ,NBE,DJE,22,1
TU 9188 ,TUN,DJE,17,1
TU 9188 ,TUN,MIR,21,1
TU 0396 ,DKR,BKO,21,1
TU 0396 ,DKR,NKC,23,1
TU 0396 ,NKC,TUN,4,1
TU 0398 ,ABJ,OUA,22,1
TU 0399 ,ABJ,BKO,22,1
TU 0399 ,BKO,TUN,1,1
TU 0399 ,NIM,OUA,1,1
TU 0399 ,OUA,ABJ,19,1
TU 9177 ,SFA,MIR,12,1
TU 9177 ,TUN,NBE,13,1
TU 9177 ,TUN,TBJ,17,1
TU 0393 ,BKO,TUN,0,1
TU 0393 ,DKR,TUN,22,1
TU 0393 ,DSS,BKO,22,1
TU 0393 ,TUN,DSS,16,1
TU 0395 ,TUN,DKR,14,1
TU 9172 ,DJE,SFA,3,1
TU 9173 ,TUN,DJE,12,1
TU 9174 ,TUN,MIR,2,1
TU 9176 ,MIR,TUN,18,1
TU 9177 ,DJE,NBE,3,1
TU 9177 ,MIR,DJE,16,1
TU 9177 ,NBE,DJE,18,1
TU 9177 ,NBE,MIR,3,1
TU 9601 ,LIS,TUN,4,1
TU 9602 ,TUN,LIS,22,1
TU 9603 ,BRU,TUN,18,1
TU 9603 ,CGN,TUN,6,1
TU 9603 ,TUN,AMM,13,1
TU 9604 ,AMM,TUN,7,1
TU 9605 ,ORY,LIS,18,1
TU 9608 ,MIR,TUN,6,1
TU 9441 ,ORY,TUN,19,1
TU 9463 ,MIR,TUN,20,1
TU 9555 ,LUX,MIR,15,1
TU 9589 ,LYS,TUN,23,1
TU 9592 ,TUN,HAM,16,1
TU 9593 ,HAM,DJE,7,1
TU 9600 ,MIR,DJE,4,1
TU 9600 ,TUN,DJE,14,1
TU 9239 ,DJE,TUN,20,1
TU 9251 ,MIR,TUN,1,1
TU 9254 ,TUN,TOE,4,1
TU 9255 ,SFA,TUN,18,1
TU 9282 ,MIR,TUN,6,1
TU 9283 ,TUN,MIR,13,1
TU 9431 ,LYS,DJE,13,1
TU 9441 ,CDG,MIR,2,1
TU 9201 ,MIR,TUN,20,1
TU 9211 ,DJE,TUN,20,1
TU 9213 ,PRG,TUN,22,1
TU 9217 ,ADB,TUN,0,1
TU 9230 ,MIR,TUN,20,1
TU 9231 ,TUN,MIR,12,1
TU 9235 ,DJE,SFA,4,1
TU 9235 ,DJE,TUN,21,1
TU 9658 ,TUN,BYJ,10,1
TU 9660 ,DJE,VNO,13,1
TU 9666 ,TUN,DJE,4,1
TU 9668 ,BRU,DJE,23,1
TU 9670 ,TUN,KBP,0,1
TU 9675 ,LIS,TUN,17,1
TU 9677 ,LIS,TUN,19,1
TU 9678 ,TUN,CAI,3,1
TU 9635 ,DJE,TUN,15,1
TU 9635 ,LYS,DJE,15,1
TU 9635 ,MRS,DJE,11,1
TU 9635 ,ORY,TUN,21,1
TU 9647 ,FRA,TUN,21,1
TU 9649 ,FRA,TUN,8,1
TU 9655 ,KTW,MIR,1,1
TU 9657 ,BRU,TUN,12,1
TU 9623 ,BYJ,TUN,10,1
TU 9623 ,MAD,TUN,18,1
TU 9624 ,TUN,MAD,22,1
TU 9625 ,BYJ,TUN,8,1
TU 9626 ,MIR,DJE,4,1
TU 9626 ,TUN,BYJ,18,1
TU 9627 ,DJE,MIR,21,1
TU 9634 ,TUN,DJE,3,1
TU 9612 ,DJE,MIR,13,1
TU 9613 ,TUN,AMM,12,1
TU 9613 ,VNO,DJE,7,1
TU 9614 ,AMM,TUN,11,1
TU 9615 ,ATH,TUN,16,1
TU 9620 ,NBE,TUN,5,1
TU 9621 ,TUN,MIR,19,1
TU 9622 ,TUN,VNO,21,1
TU 0303 ,VKO,TUN,2,1
TU 0319 ,BCN,DJE,21,1
TU 0319 ,DJE,TUN,0,1
TU 0339 ,ALG,MIR,10,1
TU 0339 ,MIR,TUN,13,1
TU 0363 ,BLQ,FCO,11,1
TU 0363 ,FCO,TUN,12,1
TU 0374 ,CZL,ALG,18,1
TU 9734 ,DJE,ORY,14,1
TU 9735 ,CDG,DJE,23,1
TU 9735 ,ORY,BRU,15,1
TU 9750 ,DJE,VIE,14,1
TU 9750 ,MIR,LYS,17,1
TU 0300 ,TUN,VKO,20,1
TU 0301 ,VKO,TUN,1,1
TU 0302 ,TUN,VKO,21,1
TU 9720 ,TUN,DJE,12,1
TU 9723 ,CDG,TUN,1,1
TU 9724 ,CDG,ORY,6,1
TU 9724 ,ORY,LHR,21,1
TU 9724 ,TUN,ORY,3,1
TU 9725 ,CDG,TUN,23,1
TU 9725 ,LHR,ORY,6,1
TU 9725 ,LYS,MIR,20,1
TU 9680 ,DJE,IEV,22,1
TU 9681 ,BYJ,TUN,15,1
TU 9682 ,TUN,FCO,21,1
TU 9700 ,TUN,LYS,23,1
TU 9700 ,TUN,PRG,0,1
TU 9701 ,GVA,TUN,15,1
TU 9717 ,ORY,TUN,20,1
TU 9719 ,ORY,TUN,17,1
TU 0278 ,TUN,VOG,20,1
TU 0279 ,VKO,TUN,2,1
TU 0279 ,VOG,TUN,1,1
TU 0281 ,LED,TUN,23,1
TU 0281 ,TUN,MIR,5,1
TU 0282 ,BOD,TLS,16,1
TU 0282 ,DJE,TLS,9,1
TU 0282 ,MRS,TLS,18,1
TU 9950 ,TUN,TOE,7,1
TU 9964 ,DJE,SFA,21,1
TU 9965 ,LYS,MIR,15,1
UG 0002 ,TOE,DJE,7,1
UG 0002 ,TUN,TOE,6,1
UG 0008 ,SFA,DJE,15,1
UG 0008 ,TOE,DJE,14,1
TU 0278 ,TUN,VKO,21,1
TU 9789 ,BRU,TUN,17,1
TU 9814 ,CAI,TUN,0,1
TU 9851 ,TUN,MIR,20,1
TU 9857 ,MXP,NBE,16,1
TU 9875 ,DJE,TUN,23,1
TU 9935 ,ORY,TUN,22,1
TU 9949 ,DJE,TUN,17,1
TU 9949 ,MIR,TUN,9,1
TU 0374 ,TUN,CZL,13,1
TU 0393 ,BKO,DKR,19,1
TU 9750 ,MIR,TUN,6,1
TU 9752 ,DJE,VNO,23,1
TU 9753 ,TUN,DJE,12,1
TU 9753 ,VIE,TUN,14,1
TU 9753 ,VNO,DJE,10,1
TU 9788 ,TUN,BRU,2,1
TU 0252 ,TUN,SKX,19,1
TU 0253 ,KRR,TUN,16,1
TU 0253 ,SKX,TUN,0,1
TU 0254 ,TUN,VKO,20,1
TU 0255 ,VKO,TUN,1,1
TU 0266 ,TUN,VKO,20,1
TU 0266 ,TUN,VOG,21,1
TU 0267 ,VKO,TUN,1,1
UG 0011 ,DJE,NBE,19,1
UG 0011 ,GAE,TUN,21,1
UG 0011 ,NBE,TUN,20,1
UG 0012 ,TUN,DJE,23,1
UG 0020 ,TUN,DJE,6,1
UG 0021 ,SFA,MIR,22,1
UG 0030 ,DJE,TOE,19,1
TU 0252 ,TUN,KRR,11,1
TU 0283 ,TLS,DJE,10,1
TU 0292 ,TUN,VKO,20,1
TU 0293 ,VKO,TUN,2,1
TU 0296 ,TUN,VKO,19,1
TU 0297 ,VKO,TUN,2,1
UG 0008 ,TUN,SFA,14,1
UG 0008 ,TUN,TOE,13,1
UG 0011 ,DJE,GAE,20,1
TU 0282 ,NTE,TLS,11,1
TU 0282 ,TLS,NCE,16,1
TU 0282 ,TUN,BOD,13,1
TU 0282 ,TUN,DJE,7,1
TU 0282 ,TUN,MRS,14,1
TU 0282 ,TUN,NTE,8,1
TU 0283 ,DJE,TUN,13,1
TU 0283 ,NCE,TUN,16,1
TU 0250 ,MRS,NCE,14,1
UG 0212 ,TUN,TOE,14,1
UG 0213 ,TOE,DJE,16,1
UG 0244 ,TUN,TOE,13,1
UG 0245 ,TOE,TUN,15,1
UG 0246 ,TUN,TOE,13,1
UG 0247 ,TOE,TUN,15,1
UG 0400 ,TUN,SFA,12,1
TU 0226 ,TUN,VIE,7,1
TU 0226 ,VIE,BEG,10,1
TU 0246 ,TUN,ZRH,15,1
TU 0248 ,TUN,VIE,8,1
TU 0248 ,VIE,PRG,11,1
TU 0249 ,PRG,VIE,10,1
TU 0249 ,VIE,TUN,12,1
TU 0250 ,MIR,MRS,11,1
UG 0044 ,TOE,GAE,16,1
UG 0045 ,TOE,GAE,16,1
UG 0131 ,CDG,TUN,16,1
UG 0200 ,TUN,TBJ,9,1
UG 0201 ,TBJ,TUN,10,1
TU 0215 ,IST,BDS,9,1
TU 0216 ,SKG,ADB,21,1
TU 0216 ,TUN,SKG,16,1
TU 0267 ,VOG,TUN,2,1
TU 0268 ,TUN,SVO,21,1
TU 0270 ,TUN,VKO,19,1
TU 0271 ,VKO,TUN,1,1
UG 0040 ,DJE,TOE,20,1
UG 0040 ,GAE,TOE,19,1
UG 0040 ,TUN,DJE,19,1
UG 0040 ,TUN,GAE,18,1
TU 0208 ,DJE,TUN,9,1
TU 0214 ,TUN,ESB,6,1
TU 0215 ,BDS,TUN,13,1
TU 0215 ,ESB,TUN,15,1
UG 0500 ,SFA,MIR,13,1
UG 0500 ,TUN,CDG,15,1
UG 0501 ,DJE,SFA,12,1
UG 0501 ,DJE,TOE,19,1
GJT 0837 ,TLS,VNO,10,1
GJT 0838 ,VNO,PRG,15,1
GJT 0839 ,PRG,VNO,19,1
TU 0008 ,TUN,DJE,13,1
TU 0009 ,DJE,TUN,15,1
TU 0010 ,TUN,DJE,17,1
TU 0011 ,DJE,TUN,19,1
TU 0201 ,TUN,DJE,9,1
GJT 0828 ,TUN,ATH,16,1
GJT 0829 ,ATH,DJE,12,1
GJT 0829 ,DJE,ATH,20,1
GJT 0830 ,ATH,DJE,2,1
GJT 0833 ,MIR,ATH,18,1
GJT 0834 ,ATH,MIR,3,1
GJT 0835 ,DJE,ATH,0,1
GJT 0836 ,ATH,DJE,0,1
UG 0401 ,TOE,DJE,21,1
UG 0401 ,TUN,MIR,16,1
UG 0402 ,TUN,TOE,17,1
UG 0403 ,TOE,TUN,19,1
UG 0411 ,DJE,TUN,4,1
GJT 0819 ,TUN,BEG,21,1
GJT 0820 ,ATH,DJE,3,1
GJT 0820 ,BEG,MIR,0,1
UG 1501 ,HBE,CAI,17,1
UG 1502 ,TUN,CDG,19,1
UG 1503 ,LJU,TUN,6,1
UG 1504 ,TUN,LJU,17,1
UG 1505 ,LJU,TUN,4,1
UG 1512 ,TUN,LJU,13,1
AT 0167 ,NDR,RAK,14,1
UG 1922 ,MIR,HBE,9,1
AT 0627 ,BRU,OUD,5,1
AT 0684 ,AHU,NDR,14,1
AT 0686 ,TNG,AMS,15,1
AT 0687 ,AMS,TNG,11,1
AT 0688 ,MAD,BRU,21,1
AT 0688 ,OUD,MAD,16,1
AT 0689 ,BRU,NDR,19,1
UG 1500 ,TUN,CGN,11,1
GJT 0817 ,DJE,ATH,21,1
GJT 0818 ,ATH,DJE,2,1
GJT 0819 ,DJE,ATH,19,1
UG 1252 ,TUN,NCE,5,1
UG 1253 ,NCE,MIR,7,1
UG 1254 ,MIR,NCE,21,1
UG 1255 ,NCE,MIR,0,1
AT 0630 ,OUD,ORY,15,1
DAT 4444 ,IEV,DJE,9,1
DAT 4445 ,DJE,IEV,23,1
DAT 4445 ,KEF,DJE,18,1
GJT 0409 ,DJE,BGY,21,1
GJT 0519 ,BEG,TUN,0,1
GJT 0813 ,TUN,BEG,23,1
GJT 0815 ,MIR,ATH,22,1
GJT 0816 ,ATH,MIR,2,1
TU 3520 ,TUN,LHR,12,1
TU 3521 ,LHR,TUN,16,1
TU 3522 ,TUN,CDG,18,1
TU 3523 ,BRU,TUN,20,1
TU 3523 ,CDG,TUN,21,1
TU 3528 ,TUN,BRU,6,1
TU 3443 ,CDG,DJE,0,1
TU 3444 ,MIR,LYS,0,1
TU 3509 ,CDG,TUN,22,1
TU 3514 ,TUN,IST,13,1
TU 3515 ,BRU,MIR,14,1
TU 3515 ,IST,TUN,16,1
TU 3515 ,MIR,CAI,14,1
TU 3515 ,TUN,CAI,16,1
TU 3518 ,MIR,BRU,18,1
TU 3519 ,BRU,MIR,21,1
UG 1272 ,DJE,CDG,16,1
UG 1273 ,CDG,DJE,19,1
UG 1313 ,CDG,TUN,20,1
UG 1315 ,CDG,TUN,19,1
UG 1500 ,CAI,HBE,18,1
TU 3504 ,SFA,TUN,4,1
TU 3505 ,BRU,TUN,19,1
TU 3508 ,TUN,CDG,19,1
UG 1924 ,TUN,HBE,5,1
UG 1925 ,HBE,MIR,9,1
AT 0689 ,NDR,OUD,23,1
AT 0694 ,DUS,FRA,15,1
AT 0694 ,FRA,NDR,17,1
AT 0694 ,NDR,DUS,11,1
AT 8615 ,TLS,OUD,20,1
UG 1271 ,CDG,TUN,18,1
